museum,title,date_range,year,period,url,text_to_analyze,category
Jewish Museum and Tolerance Center,КАК СТАТЬ ЕВРЕЕМ? БУДНИ И ТРАДИЦИИ ЕВРЕЙСКОГО ДЕТСТВА,,2026,post_2022,https://www.jewish-museum.ru/exhibitions/-kak-stat-evreem-budni-i-traditsii-evreyskogo-detstva/,"Она расскажет о ритуалах, играх и артефактах, из которых складывается детский мир в еврейской семье. В Виртуальный тур по выставке 28 ноября в Еврейском музее и центре толерантности состоялось открытие выставки «Как стать евреем? Будни и традиции еврейского детства». Она рассказывает о ритуалах, играх и артефактах, из которых складывается детский мир в еврейской семье. Любая национальная культура состоит из обрядов и церемоний, которые формируют самосознание, чувство причастности к своему народу и связь поколений. Еврейские традиции и обычаи передаются внутри семьи через увлекательные истории, действия, подарки и прочие запоминающиеся события. Многие периоды жизни ребенка имеют свои ритуальные формы: обрезание, выкуп первенца, первая стрижка, первый день учебы, совершеннолетие. «Детская аудитория для музея, наверно, самая сложная. Мы руководствуемся принципом живого вовлечения в экспозиционное повествование, и нам важно, чтобы для ребёнка процесс познания проходил увлекательно. Каждый интерактивный стенд создан в соотвествии с темой: представлен как исторический контекст, так и современная практика иудаизма. Возможности музея позволяют создавать информационно насыщенное игровое пространство, чтобы даже самый юный посетитель смог через прямое взаимодействие с предметами, мультимедийными панелями приобрести новые знания» — подчеркнул Александр Борода, генеральный директор Еврейского музея и центра толерантности. Как только ребенок немного подрастает, родители знакомят его с еврейскими праздниками. Этот праздник — символ обновления, а само слово «Ханука» этимологически близко к понятию «хинух» — воспитание. Точно так же, как история праздника рассказывает нам о победе веры над язычеством и нонконформизма над приспособленчеством, современная Ханука становится символом",национальное российское искусство
Jewish Museum and Tolerance Center,НЕСОМНОЙ,,2026,post_2022,https://www.jewish-museum.ru/exhibitions/nesomnoy-/,"Веб-проект Еврейского музея и «Таких дел» о насилии, которое мы не замечаем. В Еврейский музей и центр толерантности вместе с порталом «Такие дела» представляют веб-проект «Несомной». В его основе лежит документальный фильм, герои которого пережили эмоциональную травму и приняли решение исследовать свой опыт перед камерой. Они рассказывают об абьюзе, агрессии, манипуляциях; травле в школе, интернете или на работе; конфликтах родителей и детей, друзей или партнеров и приглашают зрителя обсудить их истории или поделиться собственной. Помимо фильма, веб-проект включает в себя тексты, подготовленные авторами «Таких дел», методические рекомендации для взрослых и детей, а также лекции. В рамках проекта подготовлена публичная программа, которая будет представлена на площадке Еврейского музея. Сюжет фильма построен на ситуациях, участником или свидетелем которых был почти каждый человек. Среди них — детские воспоминания, в которых родители кричали друг на друга, повышали голос и поднимали руку на ребенка; школьные годы, когда было одинаково просто как участвовать в травле более уязвимого одноклассника, так и самому стать объектом насмешек; истории отношений, в которых один из партнеров был сильным, а другой — зависимым; работа, которая превращала человека в функцию, и сотрудники, ведущие войну друг против друга. Главную роль в веб-проекте «Несомной» играет зритель: он должен быть готов к тому, что фильм в буквальном смысле слова будет говорить с ним, предлагать отрефлексировать опыт героев, исследовать собственные ощущения и делиться ими. Для этого в проекте реализована функция совместного просмотра: перед тем, как начать смотреть документальный фильм, зрителю предложат отправить ссылку близкому человеку и запустить показ одновременно. Время от времени фильм будет прерываться и предлагать зрителям обсудить увиденное — это можно сделать с помощью видеочата прямо внутри проекта. Но фильмы для просмотра вдвоем и в одиночку будут отличаться. Для того, чтобы глубже понять описываемое пространство насилия, авторы веб-проекта провели исследовательскую работу вместе с социальным антропологом и психологом. «Опираясь на полученное знание, мы отказались от какой-либо оценки поступков героев, теоретизации их опыта и заняли позицию молч",восточное искусство
Jewish Museum and Tolerance Center,ПРАЗДНИК СВОБОДЫ. ИСТОРИЯ И ТРАДИЦИИ ПЕСАХА,,2026,post_2022,https://www.jewish-museum.ru/exhibitions/prazdnik-svobody/,"И .30.03.21-21.05.21 Еврейский музей и центр толерантности представляет выставку, посвященную Песаху. Песах — это та самая история о порабощении евреев в Египте, о десяти казнях, волнах моря, которые расступились перед евреями, о странствиях по пустыне и священных скрижалях, которые получил Моисей на горе Синай. В Еврейский музей и центр толерантности представляет выставку, посвященную Песаху. Историю этого праздника можно назвать «популярной»: она нашла широкое отражение в культуре (в том числе – в массовой) и породила множество аллюзий на современность. Отрывки из нее знает почти каждый: Песах – это та самая история о порабощении евреев в Египте, о десяти казнях, волнах моря, которые расступились перед евреями, о странствиях по пустыне и священных скрижалях, которые получил Моисей на горе Синай. Что такое Песах? Песах – праздник освобождения от рабства как физического, так и духовного. Эмоциональная составляющая праздника не менее важна, чем строгое соблюдение пасхальных традиций. В то же время на праздничном столе обязательно должна быть маца – лепешки из незаквашенного теста – а также горькая зелень и вино. Эти продукты – часть Седера, пасхальной трапезы в кругу семьи. Ее всегда сопровождает чтение Агады – рассказа о египетском плене, Исходе и чудесах, сопровождавших освобождение. Все это должно напомнить о невероятной силе человеческого духа, способного не только сломать оковы рабства, но и привести к истинной вере – пусть и через препятствия. Праздник свободы Инсталляция в Еврейском музее – это иллюстрированный рассказ об истории праздника Песах. Она покажет артефакты из различных культурных традиций: уникальные марокканские и иракские манускрипты века, немецкие иллюстрированные Агады начала века, восточноевропейские атрибуты пасхального застолья, современную фотографию и многое другое. Выставка представит экспонаты из коллекции семьи Гросс (Израиль), Музея истории евреев в России и Еврейского музея и центра толерантности. Вход по билету на основную экспозицию. «Король Лир» Соломона Михоэлса. Постскриптум к 90-летию великого спектакля .30.03.26-17.08.26 500 ₽",восточное искусство
Jewish Museum and Tolerance Center,"НИ МЕРЫ, НИ НАЗВАНЬЯ, НИ СРАВНЕНЬЯ",,2026,post_2022,https://www.jewish-museum.ru/exhibitions/ni-mery-ni-nazvanya-ni-sravnenya/,"Проект рассказывает о проводившейся нацистами на оккупированных территориях политике тотального уничтожения населения. В Еврейский музей и центр толерантности представляет выставку, посвященную Великой Отечественной войне, — «Ни меры, ни названья, ни сравненья» [1]. Проект рассказывает о проводившейся нацистами на оккупированных территориях политике тотального уничтожения населения. Сожженные деревни, разрушенные города, массовые убийства, голод и изнурительный труд – на территории Советского Союза солдатам вермахта было приказано проявлять предельную жестокость к гражданскому населению. В качестве основания нацистская пропаганда представляла «коммунистическо-жидо-большевистским» государством, а населяющие его народы — «азиатско-славянскими, неполноценными», угрожающими всему «цивилизованному расово чистому государству». В раздел выставки, посвященный гибели деревень, включены неизвестные фотографии военного времени, многие из которых были сделаны самими нацистами. Еврейский музей и центр толерантности попытался воссоздать мир русской деревни, который вместе с уничтожением целых областей исчез навсегда. Тема ленинградской блокады, которой в последние годы было посвящено довольно много внимания, открывается через восприятие детей, переживавших страшные 900 дней в отрезанном от жизни городе. На выставке будут представлены личные вещи детей из собрания Мемориального музея обороны и блокады Ленинграда. Попытка уничтожения Ленинграда и его жителей – самый яркий пример гитлеровского замысла истребления города как административной единицы на всей оккупированной территории. Выставка включает в себя кинохронику, запечатлевшую бомбардировки Сталинграда и Мурманска; о масштабах разрушения последнего известно совсем немногим",восточное искусство
Jewish Museum and Tolerance Center,"МИР КАК БЕСПРЕДМЕТНОСТЬ. РОЖДЕНИЕ НОВОГО ИСКУССТВА: КАЗИМИР МАЛЕВИЧ, ПАВЕЛ ФИЛОНОВ, МАРК ШАГАЛ, АННА ЛЕПОРСКАЯ И ДРУГИЕ",5 ноября 2021 — 20 февраля 2022,2021,pre_2022,https://www.jewish-museum.ru/exhibitions/mir-kak-bespredmetnost-rozhdenie-novogo-iskusstva-kazimir-malevich-pavel-filonov-mark-shagal-anna-le/,"Продажа билетов на мероприятие закрыта В С 20 октября 2022 по 19 февраля 2023 года в Еврейском музее и центре толерантности проходит выставка «Мир как беспредметность. Рождение нового искусства: Казимир Малевич, Павел Филонов, Марк Шагал, Анна Лепорская и другие». Проект реализован совместно с «Энциклопедией русского авангарда» и Ельцин Центром. На выставке представлено 98 работ из Русского музея, Третьяковской галереи, им. Пушкина, Государственного Эрмитажа, Научно-исследовательского музея при Российской академии художеств, Вятского художественного музея, Краснодарского краевого художественного музея, Томского областного художественного музея, Ярославского художественного музея, Витебского областного краеведческого музея, Музея-усадьбы «Кусково», а также частных коллекций. Среди художников, чьи произведения показаны в экспозиции, — Марк Шагал, Казимир Малевич, Лев Юдин, Константин Рождественский, Анна Лепорская, Илья Чашник, Николай Суетин, Валентин Курдов, Вера Ермолаева, Михаил Векслер, Павел Филонов, Михаил Матюшин, Эдуард Криммер, Роберт Фальк, Дмитрий Санников, Иван Гаврис и другие. Государственная Третьяковская галерея после проведенной реставрации предоставила на выставку пострадавшую в декабре 2021 года работу Анны Лепорской «Три фигуры». Впервые выставочный проект был показан в арт-галерее Ельцин Центра (5 ноября 2021 — 20 февраля 2022). Московская версия существенно дополнена и расширена, в том числе графикой из Третьяковской галереи, супрематистским фарфором из Государственного Эрмитажа и Музея-усадьбы «Кусково», живописью из Витебского областного краеведческого музея. Важнейшей частью московской выставки стал специальный проект «Я — Малевич» — новаторский эксперимент, сочетающий исследования, игровые элементы и цифровые технологии, который предлагает зрителям увидеть выставку глазами одного из десяти художников, чьи работы представлены в экспозиции. С помощью своего смартфона, наушников и -кода игры «Я – Малевич» посетитель может выбрать, от чьего лица посмотреть выставку",национальное российское искусство
Jewish Museum and Tolerance Center,ЧУВСТВО ДОМА,25 июля 2022,2022,transition_2022,https://www.jewish-museum.ru/exhibitions/chuvstvo-doma/,"Проект представляет работы 12 фотографов: Димы Жарова, Ольги Изаксон, Марины Меркуловой, Дарьи Назаровой, Юлии Невской, Владислава Некрасова, Станиславы Новгородцевой, Владимира Севриновского, Фёдора Телкова, Юрия Фокина, Станислава Чекмаева, Анастасии Яковицкой. Выставка организована совместно с исследовательским проектом «Заповедник» (Фонд «Общественное мнение»). Здесь представлены фотоистории о родовых башнях Северной Осетии, народе чаты в Новосибирской области, российских казахах в Омской области. О том, как и почему даже самые убежденные кочевники перестают переезжать с места на место, оседают, обустраиваются, отправляют детей в школы и постепенно интегрируются в местные с",национальное российское искусство
Jewish Museum and Tolerance Center,«РАЗГУЛЯЙ. ПРОЩАНИЕ»: ПЕРСОНАЛЬНАЯ ВЫСТАВКА СЕМЁНА ФАЙБИСОВИЧА,23 сентября 2022,2022,transition_2022,https://www.jewish-museum.ru/exhibitions/razgulyay-proshchanie-personalnaya-vystavka-semyena-faybisovicha/,"В экспозицию вошли около 50 произведений художника, большая часть из которых была создана в Москве и ранее не демонстрировалась широкой публике. Будничные, «случайные» образы столицы и ее обитателей стали главной темой творчества Семёна Файбисовича еще в 1980-е, однако каждое десятилетие требовало от художника использования новой оптики, стилистических подходов и созвучных времени технологических решений. Отличительной чертой творчества Файбисовича является пристальность его взгляда, способного сфокусироваться и выделить нечто особенное в самых банальных, казалось бы, сюжетах повседневности. И хотя имя Семёна Файбисовича прочно ассоциируется с термином «фотореализм», отправной точкой его работ всегда служила не фотография, а реальное жизненное впечатление, под которое и собирался фотоматериал. В результате произведения художника не поддаются какой-либо однозначной дефиниции, находясь в диапазоне от документального снимка до полуабстрактной живописи. Обращение к теме «маленького человека» связано у художника исключительно со стремлением говорить правду, показать жизнь как она есть. В то же время эта реальность художественно преобразуется, и здесь большую роль играет ракурс и положение человеческих фигур, их взаимоотношение с пространством холста и, наконец, масштаб, при помощи которого самые невзрачные образы подчас приобретают эпическое звучание. Ядро экспозиции составляют произведения из цикла «Ночной Разгуляй», ставшего последним живопи",национальное российское искусство
Jewish Museum and Tolerance Center,THE LONKA PROJECT. ЧЕЛОВЕК ПОД НОМЕРОМ,,2018,pre_2022,https://www.jewish-museum.ru/exhibitions/the-lonka-project-chelovek-pod-nomerom/,"Она станет частью международного фотопроекта о людях, переживших Холокост, и покажет более 60-ти портретных снимков. Продажа билетов на мероприятие закрыта В Виртуальный тур по выставке Еврейский музей и центр толерантности представляет выставку «The Lonka Project. Она станет частью международного фотопроекта о людях, переживших Холокост, и покажет более 60-ти портретных снимков. После смерти матери Рина и ее супруг Джим Холландер, фоторепортеры, специализирующиеся на ближневосточной тематике, обратились к профессиональным фотографам с просьбой создать портреты людей, переживших Холокост, и записать их воспоминания. Критериев для фото не было никаких: это мог быть цветной или черно-белый снимок, сделанный с любого ракурса. Мировое фотосообщество откликнулось на просьбу: более 300 фотографов из 30 стран приняли участие в проекте. В их числе – члены агентства Magnum Алек Сот, Жиль Пересc и Эли Рид, лауреаты World Press Photo Эд Каши и Джейн Эвелин Этвуд. Каждый из них смог по-своему передать хрупкость и силу выживших женщин и мужчин. На фотографиях оказались Анита Ласкер-Вальфиш – виолончелистка, игравшая в женском оркестре в Освенциме; британский стрит-фотограф Дороти Бом; Лилиана Сегре – пожизненный сенатор Италии; чемпион-тяжелоатлет сэр Бен Хельфготт и оскароносный кинорежиссер Клод Лелуш. Кураторами выставки в Еврейском музее стали Анна-Патрисия Кан, директор галереи CLAIRbyKahn в Цюрихе, член проекта «Лонка»; куратор фотографических проектов Нина Гомиашвили и куратор Еврейского музея и центра толерантности Лия Чечик. В своем выборе кураторы стремились отразить эмоциональный диалог между фотографами и выжившими: «Мы являемся последним поколением, у которого есть исключительная возможность скрестить взгляды эпох и услышать личные вос",восточное искусство
Jewish Museum and Tolerance Center,ТИНЬКОФФ ГОРОД: ЭНДИ УОРХОЛ И РУССКОЕ ИСКУССТВО,,2021,pre_2022,https://www.jewish-museum.ru/exhibitions/tinkoff-gorod-endi-uorkhol-i-russkoe-iskusstvo-2RanykCN8p8/,"В В Еврейском музее и центре толерантности открывается масштабный проект «Тинькофф Город: Энди Уорхол и русское искусство». В экспозицию войдут более 60 произведений Энди Уорхола и 50 работ современных российских художников из частных собраний. В 60-е годы Энди Уорхол говорил о себе: «Я стану твоим зеркалом». Художник, еще при жизни ставший иконой поп-арта, оказал огромное влияние не только на американское искусство второй половины века, но и на глобальные процессы, происходившие в мировой культуре. Работы Уорхола, в которых он обращался к темам славы, богатства, рекламы и консьюмеризма, спровоцировали появление абсолютно нового подхода в философии искусства и нового образа художника. «Бренд Уорхола» сыграл особую роль в формировании современного российского искусства, совпавшего с процессом формирования в стране арт-рынка. В этот период особую актуальность приобрело осмысление советской истории через темы американского поп-арта, когда вместо культа потребления исследовался культ потребления продуктов идеологии. Задача выставки – сформировать диалог между работами Энди Уорхола и ведущих российских художников и продемонстрировать многообразие, глубину и преемственность творческих методов короля американского поп-арта. Куратор Яна Звенигородская и архитектор Анна Румянцева создали сложное и многочастное экспозиционное пространство, занимающее Лобби и Левую галерею Еврейского музея",национальное российское искусство
Jewish Museum and Tolerance Center,ТАК ГОВОРИЛИ МУДРЕЦЫ: ВЫСТАВКА ТАЛМУДОВ ИЗ КОЛЛЕКЦИИ ШНЕЕРСОНОВ,,2026,post_2022,https://www.jewish-museum.ru/exhibitions/tak-govorili-mudretsy-vystavka-talmudov-iz-kollektsii-shneersonov/,"В В период с 1 сентября по 31 декабря библиотека Шнеерсонов присоединится к выставке изданий Талмудов библиотеки Исследовательского центра и представит самые ценные и необычные антикварные издания Талмудов из своей коллекции. В центре экспозиции один из самых ценных экземпляров — это издание Вавилонского Талмуда, выпущенное в Амстердаме в середине в. Его отличает качественная бумага, книжный блок с золотым обрезом, широкие поля, кожаный переплет с металлическими застежками. На титульном листе можно увидеть виньетку с изображением звезды, льва и башни — знак отличия Типографии Бенвинисте, выпустившей книги, которые стали эталоном в еврейском мире. На выставке посетители смогут ознакомиться и с амстердамским изданием 1752 г., выпущенном типографией Пропсов. Помимо этого, в экспозиции представлены издания, выпущенные еврейскими типографиями в Вильно и Житомире. Виленское издание 1897 г. из Типографии вдовы и братьев Ромм копирует издание той же типографии 1880-х гг., самое знаменитое издание Талмуда в России. Постскриптум к 90-летию великого спектакля .30.03.26-17.08.26 500 ₽ За нами Москва. К 85-летию обороны Москвы .20.04.26-24.08.26 Под маской титульного листа: выставка книг из собрания библиотеки Шнеерсонов .24.06.26-03.10.26 Мы преодолеем. We Shall Overcome .26.06.26-18.07.26 Назад Вперед 2026 2025 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014 2013 И Даю согласие на обработку своих персональных данных в соответствии с политикой обработки персональных данных Используется технология Yandex SmartCaptcha",восточное искусство
Jewish Museum and Tolerance Center,ЛЕВ БОРОДУЛИН. ПРЕДУГАДАТЬ МОМЕНТ,17 ноября 2023,2023,post_2022,https://www.jewish-museum.ru/exhibitions/lev-borodulin-predugadat-moment/,"В С 3 августа по 17 ноября 2023 года в Еврейском музее и центре толерантности проходит выставка, посвященная жизни и творчеству легендарного спортивного фотографа Льва Бородулина. Организаторами выставки выступили Еврейский музей и Израильский культурный центр «Натив» при Посольстве Государства Израиль в . Легенда мировой фотографии, обладатель золотой медали за достижения в жанре спортивного снимка, Лев Бородулин стал настоящим новатором в профессии. Его учеба в Московском полиграфическом институте пришлась на годы Великой Отечественной войны: в 1941 году, после первого курса в Московском полиграфическом институте Бородулин ушел на фронт. Он был награжден медалями «За оборону Москвы» и «За взятие Берлина», вернулся с войны и закончил обучение. Годы спустя Лев Абрамович стал одним из ведущих фотографов самого главного на советском пространстве периодического издания — журнала «Огонек». Его снимок с летних Олимпийских игр 1960 года, размещенный редактором на обложке, подвергся критике члена Президиума Михаила Суслова. На фото «С вышки» спортсменка запечатлена со спины в момент прыжка. Бородулина стали обвинять в формализме, однако этот случай прибавил к его репутации характеристику авангардиста, что в период оттепели стало для фотографа приобретением. Он продолжил снимать спортивные мероприятия, а также повседневный быт Израиля. Как и во время жизни в , Бородулин много путешествовал, сохраняя впечатления в фотографиях. Фотографии Льва Бородулина продавались на престижных аукционах Sotheby’s и Christie’s, английский ежегодник Photography Year Book признал его звездой мировой фотографии (1964), японская газета «Асахи» назвала «лучшим фотографом года» (1967), а в 1971 году Бородулин был награжден золотой медалью в области спортивно",восточное искусство
Jewish Museum and Tolerance Center,ТАК ГОВОРИЛИ МУДРЕЦЫ: ВЫСТАВКА ТАЛМУДОВ ИЗ СОБРАНИЯ МУЗЕЯ,12 ноября 2023,2023,post_2022,https://www.jewish-museum.ru/exhibitions/tak-govorili-mudretsy-vystavka-talmudov-iz-sobraniya-muzeya/,"В С 1 августа по 12 ноября 2023 года в читальном зале библиотеки Еврейского музея и центра толерантности проходит выставка антикварных печатных изданий Талмуда из собрания музея. Проект приурочен к открытию инсталляции «Талмуд» в основной экспозиции музея. На выставке представлены четыре трактата Вавилонского Талмуда, изданные в веке в еврейских типографиях в Житомире, Вильнюсе и Варшаве. Также в экспозиции можно увидеть печатную металлическую форму для трактата Бава Батра из фондов Еврейского музея и узнать об истории развития еврейского печатного дела в Российской империи. Наши библиотекари с удовольствием расскажут вам об экспонатах и ответят на вопросы. Постскриптум к 90-летию великого спектакля .30.03.26-17.08.26 500 ₽ За нами Москва. К 85-летию обороны Москвы .20.04.26-24.08.26 Под маской титульного листа: выставка книг из собрания библиотеки Шнеерсонов .24.06.26-03.10.26 Мы преодолеем. We Shall Overcome .26.06.26-18.07.26 Назад Вперед 2026 2025 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014 2013 И Даю согласие на обработку своих персональных данных в соответствии с политикой обработки персональных данных Используется технология Yandex SmartCaptcha",восточное искусство
Jewish Museum and Tolerance Center,НА ЯЗЫКЕ ПРАВИЛ И ИСКЛЮЧЕНИЙ. НАУКА И ИСКУССТВО,,2022,transition_2022,https://www.jewish-museum.ru/exhibitions/na-yazyke-pravil-i-isklyucheniy-nauka-i-iskusstvo/,"И .04.04.23-10.09.23 Выставка для всей семьи рассказывает о взаимосвязи двух важнейших видов человеческой деятельности: науки и искусства. Продажа билетов на мероприятие закрыта В Еврейский музей и центр толерантности представляет один из самых ярких проектов сезона — семейную выставку «На языке правил и исключений. Наука и искусство», организованную совместно с Политехническим музеем. Выставка проходит в рамках объявленного в России Десятилетия науки и технологий (2022–2031). Среди представленных в экспозиции мастеров — Рембрандт Харменс ван Рейн, Питер Брейгель Младший, Кацусика Хокусай, Жорж Сёра, Фернан Леже, Жоан Миро, Казимир Малевич, Павел Филонов, Иван Леонидов, Константин Юон, Юрий Пименов, Дмитрий Плавинский, Вячеслав Колейчук, Франциско и Платон Инфанте-Арана, Билл Виола и другие. На выставке можно найти и работу «Кристалл света. (Груз малой скоростью)» современных немецких художников Molitor&Kuzmin, уже много лет выполняющих объекты из различных светящихся элементов. Произведения предоставлены крупнейшими российскими институциями, среди которых Государственный Эрмитаж, Государственная Третьяковская галерея, им. Пушкина, Государственный музей Востока, Музей архитектуры имени А.В. Щусева, Stella Art Foundation, а также частными коллекционерами. Политехнический музей предоставил ключевые экспонаты для разных разделов выставки. Это редкие и ценные приборы, не менее сложные в создании, чем произведения изобразительного искусства. Мастера прошлого уделяли немало внимания и эстетической красоте предметов. Гости смогут увидеть телескоп века, солнечный микроскоп века, складные солнечные часы и единственный уцелевший до наших дней регистрир — прибор для записи сейсмических вертикальных колебаний. Также на выставке представлены экспонаты Политехнического, которые помогали изучать и демонстрировать действие законов о",восточное искусство
Jewish Museum and Tolerance Center,БУХАРСКИЕ ЕВРЕИ: НА ПЕРЕКРЕСТКЕ ЦИВИЛИЗАЦИЙ,3 сентября 2023,2023,post_2022,https://www.jewish-museum.ru/exhibitions/bukharskie-evrei-na-perekrestke-tsivilizatsii/,"Место проведения: Место проведения: Архитектурное решение выставки: Архитектурное решение выставки: Возраст: Возраст: В С 3 марта по 3 сентября 2023 года в Еврейском музее и центре толерантности проходит выставка «Бухарские евреи: на перекрестке цивилизаций». Этот масштабный совместный проект Еврейского музея и Музея истории евреев в России представляет историю и культуру бухарских евреев как феномен особой еврейской идентичности в контексте культур Центральной Азии. На выставке представлено около 200 экспонатов, некоторые из которых ранее не показывались публично. Это образцы народного искусства и предметы быта, изделия ремесленников, ритуальные предметы, амулеты, уникальные исторические документы и фотографии. Значительное место в экспозиции отведено традиционной одежде бухарских евреев и образцам ткачества и золотого шитья. Большинство произведений являются частью коллекции Музея истории евреев в России и собраны в еврейских семьях в ходе музейных экспедиций в Среднюю Азию. Также на выставке представлены экспонаты из собрания Российского этнографического музея, Фонда Марджани и частных коллекций. Выставки подобного масштаба и наполнения еще не было ни в одном этнографическом, еврейском или художественном музее. Как особый еврейский субэтнос бухарские евреи окончательно сформировались в веке на территории центральноазиатских мусульманских государств: Бухарского эмирата, Кокандского и Хивинского ханств",восточное искусство
Jewish Museum and Tolerance Center,ПЕРЕПЛЕТЫ КОЛЛЕКЦИИ ШНЕЕРСОНОВ,1 сентября 2023,2023,post_2022,https://www.jewish-museum.ru/exhibitions/pereplety-kollektsii-shneersonov/,"В В отделе Российской государственной библиотеки «Библиотека Шнеерсона» на базе Еврейского музея и центра толерантности с 1 июня по 1 сентября 2023 года проходит выставка «Переплеты коллекции Шнеерсонов». Этой династии есть, что рассказать о зарождении и развитии переплетного искусства. Также можно записаться на приуроченную к выставке экскурсию, которую проведут сотрудники библиотеки. Постскриптум к 90-летию великого спектакля .30.03.26-17.08.26 500 ₽ За нами Москва. К 85-летию обороны Москвы .20.04.26-24.08.26 Под маской титульного листа: выставка книг из собрания библиотеки Шнеерсонов .24.06.26-03.10.26 Мы преодолеем. We Shall Overcome .26.06.26-18.07.26 Назад Вперед 2026 2025 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014 2013 И Даю согласие на обработку своих персональных данных в соответствии с политикой обработки персональных данных Используется технология Yandex SmartCaptcha",восточное искусство
Jewish Museum and Tolerance Center,ВЫСТАВКА КНИГ СЕМЬИ СОЛОВЕЙ,28 мая 2023,2023,post_2022,https://www.jewish-museum.ru/exhibitions/vystavka-knig-semi-solovey/,"В С 29 марта по 28 мая 2023 года в читальном зале библиотеки Еврейского музея и Центра толерантности проходит выставка старинных книг из собрания семьи Соловей. Книжное собрание принадлежало Мануилу Соловью (1898–1985 гг.) – советскому врачу и талантливому талмудисту. Коллекция формировалась в первой половине века двумя поколениями семьи Соловей — Мануилом и его отцом Гершоном. Библиотека семьи насчитывает более сотни книг, основа собрания — старые религиозные книги - веков. На страницах изданий сохранились многочисленные рукописные заметки и подписи прежних владельцев, печати и экслибрисы. Наши библиотекари с удовольствием расскажут вам об экспонатах и ответят на вопросы. Постскриптум к 90-летию великого спектакля .30.03.26-17.08.26 500 ₽ За нами Москва. К 85-летию обороны Москвы .20.04.26-24.08.26 Под маской титульного листа: выставка книг из собрания библиотеки Шнеерсонов .24.06.26-03.10.26 Мы преодолеем. We Shall Overcome .26.06.26-18.07.26 Назад Вперед 2026 2025 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014 2013 И Даю согласие на обработку своих персональных данных в соответствии с политикой обработки персональных данных Используется технология Yandex SmartCaptcha",восточное искусство
Jewish Museum and Tolerance Center,ВЫСТАВКА-ПУТЕШЕСТВИЕ «В ОЖИДАНИИ ЧУДА. ПОСВЯЩЕНИЕ МАРКУ ШАГАЛУ»,16 января 2025,2025,post_2022,https://www.jewish-museum.ru/exhibitions/vystavka-puteshestvie-v-ozhidanii-chuda-posvyashchenie-marku-shagalu/,"Посвящение Марку Шагалу», основанная на книге Марка Шагала «Моя жизнь», продлена до 16 января 2025 года (включительно). Возраст: 0+ 500 ₽ Продажа билетов на мероприятие закрыта В Детство и юность, проведенные в Витебске, всегда оставались для Марка Шагала источником вдохновения. Образы из книги «Моя жизнь» возникают в произведениях художника, сумевшего наполнить повседневный быт местечка любовью и волшебством. Семь разделов знакомят зрителей с героями художника и любимыми сюжетами. О животных, постоянных участниках картин Шагала, рассказывает интерактивный теневой театр, где можно создать своих летающих зверей и птиц. Следующий раздел выставки посвящен первому парижскому путешествию художника. Помимо мастерской, связанной со знаменитым монпарнасским «Ульем», здесь представлен бродячий цирк, привлекавший не одно поколение парижских модернистов. Посетители могут примерить цирковой костюм, попробовать себя в амплуа жонглера или порисовать на огромной раскраске, посвященной цирку. Экспозицию дополняют живописные и графические работы Марка Шагала, а также произведения Натана Альтмана и Григория Ингера. Всех авторов объединяет тема детства, проведенного в еврейских местечках и ставшего позднее основой для модернистских экспериментов. По выставке проводятся сборные экскурсии для детей и взрослых, которые помогут погрузиться в поэтику Шагала, в волшебный мир его витебского детства, а также узнать больше о его биографии и работах. При покупке билета выдается путеводитель для самостоятельного ознакомления с экспозицией. Кураторы: Ира Дворецкая, Мария Гадас При поддержке Партнер «Король Лир» Соломона Михоэлса. Постскриптум к 90-летию великого спектакля .30.03.26-17.08.26 500 ₽ За нами Москва. К 85-летию обороны Москвы .20.04.26-24.08.26 Под маской титульного листа: выставка книг из собрания",национальное российское искусство
